Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Mar 2026,SSD,14203031,Jonglei,Twic East,second projection,2026-04-01,2026-07-31,3,53012,0.4
Mar 2026,SSD,14203031,Jonglei,Twic East,second projection,2026-04-01,2026-07-31,4,33132,0.25
Mar 2026,SSD,14203031,Jonglei,Twic East,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Jonglei,Uror,first projection,2026-04-01,2026-07-31,all,208359,1.0
Mar 2026,SSD,14203031,Jonglei,Uror,first projection,2026-04-01,2026-07-31,3+,156269,0.75
Mar 2026,SSD,14203031,Jonglei,Uror,first projection,2026-04-01,2026-07-31,1,10418,0.05
Mar 2026,SSD,14203031,Jonglei,Uror,first projection,2026-04-01,2026-07-31,2,41672,0.2
Mar 2026,SSD,14203031,Jonglei,Uror,first projection,2026-04-01,2026-07-31,3,72926,0.35
Mar 2026,SSD,14203031,Jonglei,Uror,first projection,2026-04-01,2026-07-31,4,72926,0.35
Mar 2026,SSD,14203031,Jonglei,Uror,first projection,2026-04-01,2026-07-31,5,10418,0.05
Mar 2026,SSD,14203031,Jonglei,Uror,second projection,2026-04-01,2026-07-31,all,208359,1.0
Mar 2026,SSD,14203031,Jonglei,Uror,second projection,2026-04-01,2026-07-31,3+,156269,0.75
Mar 2026,SSD,14203031,Jonglei,Uror,second projection,2026-04-01,2026-07-31,1,10418,0.05
Mar 2026,SSD,14203031,Jonglei,Uror,second projection,2026-04-01,2026-07-31,2,41672,0.2
Mar 2026,SSD,14203031,Jonglei,Uror,second projection,2026-04-01,2026-07-31,3,72926,0.35
Mar 2026,SSD,14203031,Jonglei,Uror,second projection,2026-04-01,2026-07-31,4,72926,0.35
Mar 2026,SSD,14203031,Jonglei,Uror,second projection,2026-04-01,2026-07-31,5,10418,0.05
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,first projection,2026-04-01,2026-07-31,all,112688,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,first projection,2026-04-01,2026-07-31,3+,56344,0.5
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,first projection,2026-04-01,2026-07-31,1,16903,0.15
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,first projection,2026-04-01,2026-07-31,2,39441,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,first projection,2026-04-01,2026-07-31,3,45075,0.4
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,first projection,2026-04-01,2026-07-31,4,11269,0.1
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,second projection,2026-04-01,2026-07-31,all,112688,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,second projection,2026-04-01,2026-07-31,3+,56344,0.5
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,second projection,2026-04-01,2026-07-31,1,16903,0.15
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,second projection,2026-04-01,2026-07-31,2,39441,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,second projection,2026-04-01,2026-07-31,3,45075,0.4
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,second projection,2026-04-01,2026-07-31,4,11269,0.1
Mar 2026,SSD,14203031,Eastern Equatoria,Budi,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,first projection,2026-04-01,2026-07-31,all,117777,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,first projection,2026-04-01,2026-07-31,3+,41222,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,first projection,2026-04-01,2026-07-31,1,35333,0.3
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,first projection,2026-04-01,2026-07-31,2,41222,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,first projection,2026-04-01,2026-07-31,3,35333,0.3
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,first projection,2026-04-01,2026-07-31,4,5889,0.05
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,second projection,2026-04-01,2026-07-31,all,117777,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,second projection,2026-04-01,2026-07-31,3+,41222,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,second projection,2026-04-01,2026-07-31,1,35333,0.3
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,second projection,2026-04-01,2026-07-31,2,41222,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,second projection,2026-04-01,2026-07-31,3,35333,0.3
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,second projection,2026-04-01,2026-07-31,4,5889,0.05
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta South,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,first projection,2026-04-01,2026-07-31,all,113622,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,first projection,2026-04-01,2026-07-31,3+,39768,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,first projection,2026-04-01,2026-07-31,1,39768,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,first projection,2026-04-01,2026-07-31,2,34087,0.3
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,first projection,2026-04-01,2026-07-31,3,28406,0.25
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,first projection,2026-04-01,2026-07-31,4,11362,0.1
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,second projection,2026-04-01,2026-07-31,all,113622,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,second projection,2026-04-01,2026-07-31,3+,39768,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,second projection,2026-04-01,2026-07-31,1,39768,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,second projection,2026-04-01,2026-07-31,2,34087,0.3
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,second projection,2026-04-01,2026-07-31,3,28406,0.25
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,second projection,2026-04-01,2026-07-31,4,11362,0.1
Mar 2026,SSD,14203031,Eastern Equatoria,Ikotos,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,first projection,2026-04-01,2026-07-31,all,183613,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,first projection,2026-04-01,2026-07-31,3+,110168,0.6
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,first projection,2026-04-01,2026-07-31,1,36723,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,first projection,2026-04-01,2026-07-31,2,36723,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,first projection,2026-04-01,2026-07-31,3,73445,0.4
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,first projection,2026-04-01,2026-07-31,4,36723,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,second projection,2026-04-01,2026-07-31,all,183613,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,second projection,2026-04-01,2026-07-31,3+,110168,0.6
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,second projection,2026-04-01,2026-07-31,1,36723,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,second projection,2026-04-01,2026-07-31,2,36723,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,second projection,2026-04-01,2026-07-31,3,73445,0.4
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,second projection,2026-04-01,2026-07-31,4,36723,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta East,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,first projection,2026-04-01,2026-07-31,all,167037,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,first projection,2026-04-01,2026-07-31,3+,91870,0.55
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,first projection,2026-04-01,2026-07-31,1,33407,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,first projection,2026-04-01,2026-07-31,2,41759,0.25
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,first projection,2026-04-01,2026-07-31,3,58463,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,first projection,2026-04-01,2026-07-31,4,33407,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,second projection,2026-04-01,2026-07-31,all,167037,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,second projection,2026-04-01,2026-07-31,3+,91870,0.55
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,second projection,2026-04-01,2026-07-31,1,33407,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,second projection,2026-04-01,2026-07-31,2,41759,0.25
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,second projection,2026-04-01,2026-07-31,3,58463,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,second projection,2026-04-01,2026-07-31,4,33407,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Kapoeta North,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,first projection,2026-04-01,2026-07-31,all,167125,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,first projection,2026-04-01,2026-07-31,3+,91919,0.55
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,first projection,2026-04-01,2026-07-31,1,33425,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,first projection,2026-04-01,2026-07-31,2,41781,0.25
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,first projection,2026-04-01,2026-07-31,3,58494,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,first projection,2026-04-01,2026-07-31,4,33425,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,second projection,2026-04-01,2026-07-31,all,167125,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,second projection,2026-04-01,2026-07-31,3+,91919,0.55
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,second projection,2026-04-01,2026-07-31,1,33425,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,second projection,2026-04-01,2026-07-31,2,41781,0.25
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,second projection,2026-04-01,2026-07-31,3,58494,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,second projection,2026-04-01,2026-07-31,4,33425,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Lafon,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,first projection,2026-04-01,2026-07-31,all,282656,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,first projection,2026-04-01,2026-07-31,3+,56531,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,first projection,2026-04-01,2026-07-31,1,113062,0.4
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,first projection,2026-04-01,2026-07-31,2,113062,0.4
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,first projection,2026-04-01,2026-07-31,3,42398,0.15
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,first projection,2026-04-01,2026-07-31,4,14133,0.05
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,second projection,2026-04-01,2026-07-31,all,282656,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,second projection,2026-04-01,2026-07-31,3+,56531,0.2
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,second projection,2026-04-01,2026-07-31,1,113062,0.4
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,second projection,2026-04-01,2026-07-31,2,113062,0.4
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,second projection,2026-04-01,2026-07-31,3,42398,0.15
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,second projection,2026-04-01,2026-07-31,4,14133,0.05
Mar 2026,SSD,14203031,Eastern Equatoria,Magwi,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,first projection,2026-04-01,2026-07-31,all,73850,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,first projection,2026-04-01,2026-07-31,3+,33233,0.45
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,first projection,2026-04-01,2026-07-31,1,18463,0.25
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,first projection,2026-04-01,2026-07-31,2,22155,0.3
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,first projection,2026-04-01,2026-07-31,3,25848,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,first projection,2026-04-01,2026-07-31,4,7385,0.1
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,second projection,2026-04-01,2026-07-31,all,73850,1.0
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,second projection,2026-04-01,2026-07-31,3+,33233,0.45
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,second projection,2026-04-01,2026-07-31,1,18463,0.25
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,second projection,2026-04-01,2026-07-31,2,22155,0.3
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,second projection,2026-04-01,2026-07-31,3,25848,0.35
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,second projection,2026-04-01,2026-07-31,4,7385,0.1
Mar 2026,SSD,14203031,Eastern Equatoria,Torit,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Cueibet,first projection,2026-04-01,2026-07-31,all,194933,1.0
Mar 2026,SSD,14203031,Lakes,Cueibet,first projection,2026-04-01,2026-07-31,3+,77973,0.4
Mar 2026,SSD,14203031,Lakes,Cueibet,first projection,2026-04-01,2026-07-31,1,38987,0.2
Mar 2026,SSD,14203031,Lakes,Cueibet,first projection,2026-04-01,2026-07-31,2,77973,0.4
Mar 2026,SSD,14203031,Lakes,Cueibet,first projection,2026-04-01,2026-07-31,3,58480,0.3
Mar 2026,SSD,14203031,Lakes,Cueibet,first projection,2026-04-01,2026-07-31,4,19493,0.1
Mar 2026,SSD,14203031,Lakes,Cueibet,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Cueibet,second projection,2026-04-01,2026-07-31,all,194933,1.0
Mar 2026,SSD,14203031,Lakes,Cueibet,second projection,2026-04-01,2026-07-31,3+,77973,0.4
Mar 2026,SSD,14203031,Lakes,Cueibet,second projection,2026-04-01,2026-07-31,1,38987,0.2
Mar 2026,SSD,14203031,Lakes,Cueibet,second projection,2026-04-01,2026-07-31,2,77973,0.4
Mar 2026,SSD,14203031,Lakes,Cueibet,second projection,2026-04-01,2026-07-31,3,58480,0.3
Mar 2026,SSD,14203031,Lakes,Cueibet,second projection,2026-04-01,2026-07-31,4,19493,0.1
Mar 2026,SSD,14203031,Lakes,Cueibet,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Wulu,first projection,2026-04-01,2026-07-31,all,94695,1.0
Mar 2026,SSD,14203031,Lakes,Wulu,first projection,2026-04-01,2026-07-31,3+,18939,0.2
Mar 2026,SSD,14203031,Lakes,Wulu,first projection,2026-04-01,2026-07-31,1,33143,0.35
Mar 2026,SSD,14203031,Lakes,Wulu,first projection,2026-04-01,2026-07-31,2,42613,0.45
Mar 2026,SSD,14203031,Lakes,Wulu,first projection,2026-04-01,2026-07-31,3,18939,0.2
Mar 2026,SSD,14203031,Lakes,Wulu,first projection,2026-04-01,2026-07-31,4,0,0
Mar 2026,SSD,14203031,Lakes,Wulu,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Wulu,second projection,2026-04-01,2026-07-31,all,94695,1.0
Mar 2026,SSD,14203031,Lakes,Wulu,second projection,2026-04-01,2026-07-31,3+,18939,0.2
Mar 2026,SSD,14203031,Lakes,Wulu,second projection,2026-04-01,2026-07-31,1,33143,0.35
Mar 2026,SSD,14203031,Lakes,Wulu,second projection,2026-04-01,2026-07-31,2,42613,0.45
Mar 2026,SSD,14203031,Lakes,Wulu,second projection,2026-04-01,2026-07-31,3,18939,0.2
Mar 2026,SSD,14203031,Lakes,Wulu,second projection,2026-04-01,2026-07-31,4,0,0
Mar 2026,SSD,14203031,Lakes,Wulu,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Awerial,first projection,2026-04-01,2026-07-31,all,148492,1.0
Mar 2026,SSD,14203031,Lakes,Awerial,first projection,2026-04-01,2026-07-31,3+,81671,0.55
Mar 2026,SSD,14203031,Lakes,Awerial,first projection,2026-04-01,2026-07-31,1,22274,0.15
Mar 2026,SSD,14203031,Lakes,Awerial,first projection,2026-04-01,2026-07-31,2,44548,0.3
Mar 2026,SSD,14203031,Lakes,Awerial,first projection,2026-04-01,2026-07-31,3,51972,0.35
Mar 2026,SSD,14203031,Lakes,Awerial,first projection,2026-04-01,2026-07-31,4,29698,0.2
Mar 2026,SSD,14203031,Lakes,Awerial,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Awerial,second projection,2026-04-01,2026-07-31,all,148492,1.0
Mar 2026,SSD,14203031,Lakes,Awerial,second projection,2026-04-01,2026-07-31,3+,81671,0.55
Mar 2026,SSD,14203031,Lakes,Awerial,second projection,2026-04-01,2026-07-31,1,22274,0.15
Mar 2026,SSD,14203031,Lakes,Awerial,second projection,2026-04-01,2026-07-31,2,44548,0.3
Mar 2026,SSD,14203031,Lakes,Awerial,second projection,2026-04-01,2026-07-31,3,51972,0.35
Mar 2026,SSD,14203031,Lakes,Awerial,second projection,2026-04-01,2026-07-31,4,29698,0.2
Mar 2026,SSD,14203031,Lakes,Awerial,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,first projection,2026-04-01,2026-07-31,all,229448,1.0
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,first projection,2026-04-01,2026-07-31,3+,126196,0.55
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,first projection,2026-04-01,2026-07-31,1,22945,0.1
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,first projection,2026-04-01,2026-07-31,2,80307,0.35
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,first projection,2026-04-01,2026-07-31,3,91779,0.4
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,first projection,2026-04-01,2026-07-31,4,34417,0.15
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,second projection,2026-04-01,2026-07-31,all,229448,1.0
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,second projection,2026-04-01,2026-07-31,3+,126196,0.55
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,second projection,2026-04-01,2026-07-31,1,22945,0.1
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,second projection,2026-04-01,2026-07-31,2,80307,0.35
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,second projection,2026-04-01,2026-07-31,3,91779,0.4
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,second projection,2026-04-01,2026-07-31,4,34417,0.15
Mar 2026,SSD,14203031,Lakes,Rumbek Centre,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Rumbek East,first projection,2026-04-01,2026-07-31,all,185651,1.0
Mar 2026,SSD,14203031,Lakes,Rumbek East,first projection,2026-04-01,2026-07-31,3+,111391,0.6
Mar 2026,SSD,14203031,Lakes,Rumbek East,first projection,2026-04-01,2026-07-31,1,27848,0.15
Mar 2026,SSD,14203031,Lakes,Rumbek East,first projection,2026-04-01,2026-07-31,2,46413,0.25
Mar 2026,SSD,14203031,Lakes,Rumbek East,first projection,2026-04-01,2026-07-31,3,83543,0.45
Mar 2026,SSD,14203031,Lakes,Rumbek East,first projection,2026-04-01,2026-07-31,4,27848,0.15
Mar 2026,SSD,14203031,Lakes,Rumbek East,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Rumbek East,second projection,2026-04-01,2026-07-31,all,185651,1.0
Mar 2026,SSD,14203031,Lakes,Rumbek East,second projection,2026-04-01,2026-07-31,3+,111391,0.6
Mar 2026,SSD,14203031,Lakes,Rumbek East,second projection,2026-04-01,2026-07-31,1,27848,0.15
Mar 2026,SSD,14203031,Lakes,Rumbek East,second projection,2026-04-01,2026-07-31,2,46413,0.25
Mar 2026,SSD,14203031,Lakes,Rumbek East,second projection,2026-04-01,2026-07-31,3,83543,0.45
Mar 2026,SSD,14203031,Lakes,Rumbek East,second projection,2026-04-01,2026-07-31,4,27848,0.15
Mar 2026,SSD,14203031,Lakes,Rumbek East,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Rumbek North,first projection,2026-04-01,2026-07-31,all,77350,1.0
Mar 2026,SSD,14203031,Lakes,Rumbek North,first projection,2026-04-01,2026-07-31,3+,46410,0.6
Mar 2026,SSD,14203031,Lakes,Rumbek North,first projection,2026-04-01,2026-07-31,1,11603,0.15
Mar 2026,SSD,14203031,Lakes,Rumbek North,first projection,2026-04-01,2026-07-31,2,19338,0.25
Mar 2026,SSD,14203031,Lakes,Rumbek North,first projection,2026-04-01,2026-07-31,3,27073,0.35
Mar 2026,SSD,14203031,Lakes,Rumbek North,first projection,2026-04-01,2026-07-31,4,19338,0.25
Mar 2026,SSD,14203031,Lakes,Rumbek North,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Rumbek North,second projection,2026-04-01,2026-07-31,all,77350,1.0
Mar 2026,SSD,14203031,Lakes,Rumbek North,second projection,2026-04-01,2026-07-31,3+,46410,0.6
Mar 2026,SSD,14203031,Lakes,Rumbek North,second projection,2026-04-01,2026-07-31,1,11603,0.15
Mar 2026,SSD,14203031,Lakes,Rumbek North,second projection,2026-04-01,2026-07-31,2,19338,0.25
Mar 2026,SSD,14203031,Lakes,Rumbek North,second projection,2026-04-01,2026-07-31,3,27073,0.35
Mar 2026,SSD,14203031,Lakes,Rumbek North,second projection,2026-04-01,2026-07-31,4,19338,0.25
Mar 2026,SSD,14203031,Lakes,Rumbek North,second projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Yirol East,first projection,2026-04-01,2026-07-31,all,170834,1.0
Mar 2026,SSD,14203031,Lakes,Yirol East,first projection,2026-04-01,2026-07-31,3+,102500,0.6
Mar 2026,SSD,14203031,Lakes,Yirol East,first projection,2026-04-01,2026-07-31,1,25625,0.15
Mar 2026,SSD,14203031,Lakes,Yirol East,first projection,2026-04-01,2026-07-31,2,42709,0.25
Mar 2026,SSD,14203031,Lakes,Yirol East,first projection,2026-04-01,2026-07-31,3,68334,0.4
Mar 2026,SSD,14203031,Lakes,Yirol East,first projection,2026-04-01,2026-07-31,4,34167,0.2
Mar 2026,SSD,14203031,Lakes,Yirol East,first projection,2026-04-01,2026-07-31,5,0,0
Mar 2026,SSD,14203031,Lakes,Yirol East,second projection,2026-04-01,2026-07-31,all,170834,1.0
Mar 2026,SSD,14203031,Lakes,Yirol East,second projection,2026-04-01,2026-07-31,3+,102500,0.6
Mar 2026,SSD,14203031,Lakes,Yirol East,second projection,2026-04-01,2026-07-31,1,25625,0.15
Mar 2026,SSD,14203031,Lakes,Yirol East,second projection,2026-04-01,2026-07-31,2,42709,0.25
